"SIC","YEAR","EMP","PAY","PRODE","PRODH","PRODW","VSHIP","MATCOST","VADD","INVEST","INVENT","ENERGY","CAP","EQUIP","PLANT","PISHIP","PIMAT","PIINV","PIEN","DTFP5","TFP5","DTFP4","TFP4"
2011,58,200.9,1067.8,150.8,309.1,767.7,11950.7,10230.1,1748.6,65.9,408.1,47.9,3575.5,1690.8,1884.7,.403,.343,.246,.213,,.8431678,,.843036
2011,59,197.2,1101,149.7,312.5,796.9,11788.4,9939.1,1833.2,67.4,370.1,49.4,3717.8,1750.7,1967.1,.372,.321,.249,.211,.0329047,.8713735,.0328986,.871232
2011,60,194.2,1138.6,147.8,312.7,826.2,11806.2,9890.8,1910.7,77.2,381.6,50.9,3883.3,1827.4,2055.9,.36,.326,.252,.218,.0491745,.915294,.0491361,.9151101
2011,61,189.3,1143.2,143.4,302.8,827.4,11916.8,10047.3,1889.2,75.4,395.3,52.4,4023.8,1892.9,2130.9,.357,.318,.252,.213,-.0160808,.900693,-.0161064,.9004891
2011,62,185.6,1161.1,141.7,298,844.6,12468.3,10508.8,1986.1,90.8,411.1,53.9,4211.6,1961.8,2249.8,.368,.328,.255,.216,.0025383,.9029821,.0025379,.9027774
2011,63,180.9,1146.4,138.4,289.2,846.3,12412.6,10507.3,1909,80.2,407.8,58.8,4422.2,2062.7,2359.5,.343,.316,.26,.216,.0344114,.9345958,.0343,.9342799
2011,64,182.7,1226.1,138.6,310,901.9,12950.8,10835.9,2128.1,94.8,415.9,61.5,4554.8,2122.6,2432.2,.335,.307,.264,.213,.0081968,.942288,.0081986,.9419712
2011,65,179.8,1210.1,136.9,285.8,882.4,13882.5,11852.1,2057.2,101.4,435.6,64.2,4812.1,2246.4,2565.7,.375,.345,.269,.211,-.0176788,.9257759,-.0178803,.9252781
2011,66,173.4,1207.1,132,278.1,879.7,15011.8,13015.1,2022.5,104.2,451.2,67,4960.5,2341.3,2619.2,.407,.38,.278,.212,-.0001669,.9256214,-.0002998,.9250008
2011,67,170.6,1258.7,130.9,274.3,920.8,15553.7,13329.5,2222.9,109.4,478,69.8,5168.8,2425.9,2742.9,.386,.363,.289,.205,.0277922,.9517073,.0277748,.9510526
2011,68,168.5,1317.4,129.2,271.6,992.1,16260.9,13845.7,2445.8,109.4,512.3,72.7,5267.5,2471.8,2795.7,.393,.378,.303,.204,.0283821,.9791058,.0282061,.97826
2011,69,166.8,1380.4,128.6,267.6,1016,17940.2,15510.2,2451.6,135.6,524.2,75.7,5516.4,2568.7,2947.7,.438,.417,.318,.206,-.0246838,.9552335,-.0247474,.9543477
2011,70,163.6,1451.6,126.3,266.5,1076.3,18408.1,15711.1,2668.7,154.4,460.9,78.7,5759.5,2670.5,3089,.445,.415,.336,.215,-.0073819,.948208,-.0072918,.9474142
2011,71,160.9,1503.3,124.7,260.6,1120.9,18802.4,15785.4,3046,162.4,494.4,81.8,5943.4,2761.8,3181.6,.449,.416,.357,.229,.0097898,.9575364,.0098912,.9568317
2011,72,157.5,1532.1,123.4,254.4,1148.4,23003.4,20120.1,2968.1,167.7,555.9,75.5,6165.4,2870.2,3295.2,.506,.487,.373,.245,.0083208,.9655371,.0091154,.9655935
2011,73,149.4,1534.7,116.1,240.1,1147,27311.5,24073.3,3954.7,182.2,681.7,79.8,6344.7,2975.2,3369.5,.646,.637,.388,.264,.007204,.9725179,.0069442,.9723221
2011,74,159.2,1768.9,124.8,260.7,1341.4,28834.6,25090.7,3680.6,216,662.3,111.6,6619.3,3146.3,3473,.637,.589,.432,.341,-.0435949,.9310319,-.0434538,.9309759
2011,75,160.1,1918.4,126.1,257.1,1468,31341.8,27225.6,4190.6,248.4,741.8,143.6,6798.6,3275.8,3522.8,.742,.653,.496,.445,-.0515331,.8842682,-.0515513,.8841989
2011,76,156.7,2085.2,124.1,257,1608.6,32392.6,27977,4350.7,210.6,676.8,152.9,6981.9,3384.8,3597.1,.667,.608,.528,.517,.0525736,.9320012,.052848,.9321839
2011,77,146.2,2110.6,116.5,237.2,1625.9,31208.2,27239.1,4010.1,236.7,700.1,171.5,7147.4,3506,3641.4,.678,.611,.573,.595,-.0221743,.9115621,-.0221769,.9117384
2011,78,147.3,2244.1,119.5,243.3,1747.6,38198.7,33963.5,4411.1,230.9,892.5,193.7,7224.3,3546.7,3677.6,.83,.808,.621,.673,.0508079,.9590734,.0507745,.9592268
2011,79,146.5,2419.6,117.5,241.3,1887.4,43191.3,38073.1,5156.1,234.8,964.6,225,7225.5,3550.9,3674.6,.938,.967,.681,.755,.0583761,1.016727,.0582509,1.016762
2011,80,142.9,2553,114.9,238.8,1984.4,42962,37762.5,5260.4,299.7,996.5,261.1,7266.5,3586.8,3679.7,.926,.927,.754,.901,-.0219089,.9946937,-.0218578,.9947789
2011,81,135.3,2585.7,108.4,225.1,2014.5,44570,39235.8,5292.3,330.3,908.8,280.2,7315.7,3611.2,3704.5,.928,.912,.827,.996,-.010608,.9841978,-.010623,.9842673
2011,82,134.9,2549.3,108.9,220.2,1995.9,44853.6,39048.6,5824.6,290,891.6,321.7,7337.9,3641.7,3696.2,.958,.952,.869,1.09,.0174341,1.001507,.0175035,1.001647
2011,83,126.4,2401.2,102.4,213.8,1838,42774.6,37507.7,5327.1,278,940.8,346,7248.5,3587.7,3660.8,.925,.9,.89,1.134,-.0231619,.9785765,-.0231394,.9787356
2011,84,124.9,2327.8,102,211.2,1765.5,44277.7,38738.3,5527.9,273.4,932.3,347.2,7190.7,3562.3,3628.4,.964,.921,.904,1.148,-.0131324,.9658095,-.0131617,.9659381
2011,85,122.2,2252.9,98.7,201.4,1708.1,42553.5,36637.2,5859.4,249.9,856,326,7175.9,3543.3,3632.6,.907,.865,.917,1.134,.0170162,.9823846,.0169185,.9824193
2011,86,119,2211,96,200.4,1661.5,42384.5,36680.2,5692.8,258.9,830.9,293.4,7125.1,3523,3602.1,.924,.894,.959,1.048,.005969,.9882659,.0059767,.9883085
2011,87,113.9,2162.4,93.9,197.6,1634.7,45536.6,40302.9,5266.9,246.1,832.2,253.1,7012.7,3459.9,3552.8,1,1,1,1,.0118035,1,.0117604,1
2011,88,117.8,2226.5,97.8,205.4,1703.8,47333.2,41700.6,5700.1,272,931.1,276.5,6956.4,3438.4,3518,1.023,1.014,1.043,.985,-.0026949,.9973087,-.0027017,.9973019
2011,89,117.5,2225.7,98.4,209,1706.2,46542,41122.4,5457,365.8,929,253.7,6910.1,3420.5,3489.6,1.089,1.045,1.076,1.027,-.0401509,.9580591,-.0401405,.9580626
2011,90,118.4,2256.4,100.1,210.9,1742.9,51069.2,44462.7,6666.5,393.7,995.2,270.9,6955.9,3457.8,3498.1,1.199,1.158,1.117,1.065,.0177975,.9752628,.0177828,.975252
2011,91,120.8,2374.6,103.3,220.4,1833.6,49326.2,43311.9,5957.6,423,949.2,257.1,7012,3513.2,3498.8,1.145,1.117,1.149,1.091,.001002,.9762405,.0010276,.9762547
2011,92,122.4,2452.8,105.5,228.5,1956.6,50434.4,43586.4,6928,343.2,1054.3,251.5,7081.6,3566.7,3514.9,1.086,1.06,1.17,1.094,.0221893,.9981447,.0221874,.9981573
2011,93,124.4,2541.6,107.3,232,2003.7,53240.3,45735.8,7634.2,289.8,1182.7,263.9,7061.7,3588.6,3473.1,1.131,1.101,1.192,1.118,.0043177,1.002464,.0043201,1.002479
2011,94,119.5,2597.1,102.2,228,2082.7,50443.7,42045.7,8350,328.6,1104,264.7,6991,3558.1,3432.9,1.067,1,1.222,1.093,-.0043294,.9981331,-.0043261,.9981512
2011,95,125.8,2898.1,107.9,243.1,2322.4,51314.4,42456.7,8909.4,440.9,1178.6,263.4,6945.9,3539.6,3406.3,1.049,.96,1.261,1.073,-.0102257,.9879785,-.0102438,.9879786
2011,96,130,2990.7,110.7,250.8,2332.8,51088.6,42762.6,8278.4,590,1125.9,280.8,6992.1,3582.4,3409.7,1.097,.975,1.28,1.174,-.0452671,.9442527,-.0452805,.9442402
2011,97,,,,,,,,,,,,7158.2,3697.6,3460.6,1.123,1.031,,,,,,
2013,58,48.7,237.9,36.6,74.3,162.7,2088.1,1657.2,442.8,17.2,115.3,11.3,939.2,438.5,500.7,.374,.366,.246,.243,,.8642411,,.8643916
2013,59,49.6,248.8,38.3,76.8,169.9,2027.4,1560.2,462.2,14.1,107.1,11.1,976.4,454.3,522.1,.346,.346,.249,.24,.047534,.9063139,.0475372,.9064746
2013,60,48.5,255.6,38.4,77,174.7,2030,1561,462.6,20.1,103.8,10.8,1005.4,466.6,538.8,.339,.339,.252,.249,.0065023,.9122263,.0066888,.9125582
2013,61,46.6,258.1,36.5,73.2,172.1,2070.1,1601.9,459.4,17.4,94.8,10.6,1042.4,484.2,558.2,.346,.337,.252,.242,-.0248886,.8898024,-.0248447,.8901653
2013,62,47,269,36.6,73.5,180.8,2156.8,1659.7,493.6,19.4,99.4,10.3,1082.9,497.3,585.6,.342,.345,.255,.247,.0377901,.9240716,.0379102,.9245595
2013,63,48.6,289.9,36.4,76.1,195.9,2153.2,1592.3,562.7,21.4,96.9,12.4,1121.5,515.3,606.2,.321,.327,.26,.247,.0390345,.9608555,.0387061,.9610472
2013,64,50.9,314.9,38,81.6,213.6,2319.1,1722.6,596.7,29.7,101.8,13.6,1159.5,533.4,626.1,.317,.323,.264,.244,.006428,.9670518,.0064027,.9672202
2013,65,49,308.2,36.6,75.4,205.8,2349.8,1749.1,606.5,51.2,110,14.7,1246.5,578.2,668.3,.368,.353,.269,.241,-.0810172,.8917937,-.0814122,.8915968
2013,66,48.4,316.9,35.6,74.7,208.9,2531.4,1918.8,623.4,33.2,119.7,16,1378,658,720,.412,.378,.278,.242,-.0691474,.8322122,-.0693318,.831875
2013,67,54.3,378.3,40.2,83.6,250.8,3030.3,2286,740.1,30.4,129.3,17.2,1450.5,691.3,759.2,.382,.365,.289,.233,.0767815,.8986278,.0771232,.8985708
2013,68,51.8,385.5,38.7,80.5,259.5,3121.8,2351,771.5,36.8,127.4,18.5,1476.9,702.9,774,.388,.372,.303,.23,.0115807,.9090951,.0113136,.9087945
2013,69,51.8,406.1,38.5,80.1,270.7,3395.8,2587.2,819.2,62.1,146.3,19.8,1566.3,742.3,824,.443,.409,.318,.231,-.0561813,.8594291,-.0564402,.8589227
2013,70,55,435.8,40.5,82.8,292.5,3595.7,2678.4,919.6,73.9,159.9,21.2,1709.5,811.9,897.6,.453,.418,.336,.24,.0080968,.8664159,.0080202,.8658391
2013,71,56.2,482.7,42,85.2,330.5,3787.3,2758.2,1041.5,62.8,178.1,22.6,1847.6,885.4,962.2,.423,.422,.357,.255,.093378,.9512178,.0934466,.9506498
2013,72,58.1,542.2,43.5,88.2,372.2,4632.4,3556,1099.9,74,221.7,31.1,1950,938.7,1011.3,.485,.467,.373,.272,-.060114,.8957211,-.0605629,.8947845
2013,73,55.6,540.9,41.4,83.5,363.8,5349.4,4245.1,1131.1,54.5,269.2,28.8,2062.2,1004.9,1057.3,.645,.566,.388,.291,-.1311651,.7856128,-.1305166,.7853003
2013,74,56.7,608.8,42.7,85.8,415.3,5842.4,4466.5,1069.2,90.8,310.1,36.5,2138.1,1050.6,1087.5,.621,.59,.432,.372,.1130471,.8796386,.1131264,.8793584
2013,75,56.1,667.8,42.3,84.5,449,6582.2,5024.7,1538.8,96.4,327.2,47.3,2243.9,1122.8,1121.1,.736,.683,.496,.445,-.0332964,.850832,-.0337077,.8502113
2013,76,57.6,729.5,43.4,86.1,492.6,7098.7,5413.6,1688.7,110.1,332.7,55.6,2331.6,1175.8,1155.8,.699,.644,.528,.496,.017716,.8660397,.0179663,.8656245
2013,77,65,891.9,50.1,100.4,626.6,8465.4,6445.2,2039,151.6,406.4,70.9,2462,1263.5,1198.5,.681,.662,.573,.596,.070254,.9290706,.0703981,.928759
2013,78,62.3,918.4,48.6,97.7,652.7,9577.7,7447.6,2201.6,150,508.2,76.1,2608.4,1359.5,1248.9,.823,.781,.621,.677,-.0530988,.881025,-.05306,.8807636
2013,79,62,957,46.6,92.9,672.1,9830.1,7454.9,2364.8,136.5,502.5,81.7,2713.6,1428.7,1284.9,.86,.875,.681,.772,.0633939,.9386849,.0633318,.9383482
2013,80,64.2,1064.1,48.8,95,753.2,10505.5,7895.3,2643.1,159,569.3,99.9,2797,1486.7,1310.3,.864,.892,.754,.92,.0270233,.9643971,.0270286,.9640564
2013,81,62.4,1113.5,47.6,93.8,786,10886.5,8176.3,2692.1,163.4,548.5,115.9,2868.8,1530.1,1338.7,.927,.916,.827,.995,-.0427432,.9240442,-.0427075,.9237508
2013,82,65.5,1206.2,49.8,98.1,851.7,12277.5,9379.1,2900.9,175.5,632.9,151.1,2915,1562.4,1352.6,1.003,.943,.869,1.07,-.0477932,.88092,-.0476938,.8807278
2013,83,65.7,1231.9,50.1,100.3,852.6,12365.7,9323.5,3072.6,157.5,642.3,143.1,2943.3,1582.6,1360.7,.947,.923,.89,1.108,.0503174,.9263797,.0501356,.9260092
2013,84,62.9,1185.1,48.3,95.5,816.6,12360.8,9003.2,3379.4,173.2,665.3,157.3,2964.9,1600.4,1364.5,.946,.96,.904,1.133,.0595494,.9832206,.0598387,.9831118
2013,85,64.6,1237.2,49.4,98.3,851.4,12405.7,8737.3,3705.1,210.6,685.7,162.1,3019,1634,1385,.929,.926,.917,1.126,.0108045,.9939014,.0108696,.9938561
2013,86,68.5,1327.1,52.5,104.5,908,13354.2,9524.1,3844.5,232.4,723.7,166.4,3108.4,1697.6,1410.8,.963,.936,.959,1.043,-.0271925,.9672389,-.0271424,.9672433
2013,87,78.7,1612.2,59.5,121.1,1074.9,16553.3,12085.9,4457,252.5,841.4,188.2,3177.4,1749.5,1427.9,1,1,1,1,.0333098,1,.0333052,1
2013,88,81.5,1692.2,61.9,127,1128.5,17257.8,12464.8,4824.1,261.2,953.7,195.7,3287.4,1835.5,1451.9,.956,1.027,1.044,.986,.0738532,1.076649,.0738418,1.076636
2013,89,81.3,1747.5,61.5,126.2,1123.9,17515.5,12553,5040.2,304.5,1007.5,204.9,3386.1,1913.1,1473,.969,1.08,1.076,1.03,.0271601,1.106291,.0271358,1.106252
2013,90,81.7,1839.7,61.2,129.4,1177,18779.7,13485.1,5315.7,363.9,996.9,209.1,3518.1,2014.5,1503.6,1.075,1.168,1.118,1.07,-.0391659,1.0638,-.0391567,1.063772
2013,91,79.6,1833.4,59,126,1172.6,18361.3,13270.5,5045.6,326.3,933.1,207.2,3686.5,2130.1,1556.4,1.075,1.132,1.149,1.099,-.0405008,1.021576,-.040466,1.021585
2013,92,85.5,2026.3,65.7,139.9,1353.3,19972.4,14455,5491.3,379.7,1058.1,232.8,3805.8,2189.8,1616,1.026,1.086,1.169,1.104,.0278041,1.050379,.0278055,1.050389
2013,93,84.2,2005.6,65.4,139.6,1363.5,20700.7,15225.3,5511.7,413.2,1115.3,238.5,3954.6,2301.2,1653.4,1.046,1.123,1.191,1.129,-.0016707,1.048625,-.001673,1.048633
2013,94,84.8,2059.4,67,142.6,1411.9,20257.1,14441.3,5835.7,370.5,1104.3,226.1,4117.2,2422.3,1694.9,1.033,1.079,1.221,1.104,-.0066451,1.04168,-.0066478,1.041685
2013,95,88.6,2194.9,70.1,146.6,1499.3,20710.8,14516.6,6234.6,420.6,1203.4,235,4225.9,2501.7,1724.2,1.014,1.073,1.259,1.087,.0249255,1.067971,.0249344,1.067986
2013,96,88.1,2174.8,69.5,143.5,1468.3,20854.2,14925.1,5954.2,545.2,1223.4,250,4365.1,2586.5,1778.6,1.066,1.113,1.279,1.186,-.0415373,1.024519,-.0415451,1.024525
2013,97,,,,,,,,,,,,4597.7,2737.7,1860,1.094,1.134,,,,,,
2015,58,62.4,160.8,56.1,104.2,132,1888.2,1582.9,310.6,28.1,77.1,9.4,1520,717.5,802.5,.648,.396,.246,.257,,.5134338,,.5150639
2015,59,66.3,171.7,61.1,111,140.9,1897.9,1564.7,331.4,24.5,71.4,10.2,1580.9,743.3,837.6,.599,.374,.249,.254,.0412634,.5350631,.0411367,.5366938
2015,60,67.8,178.1,62.7,112.4,147.3,2053.8,1699.2,369.1,23,82.6,11.1,1634.4,766.6,867.8,.626,.381,.252,.263,-.0214292,.5237191,-.0213929,.5253344
2015,61,71.1,194,65.5,122,160.4,2084,1706.7,366.8,19.2,77.3,11.9,1655.8,772.4,883.4,.558,.368,.252,.255,.088861,.5723876,.0887076,.574065
2015,62,66.9,190.2,61.9,115.2,156.7,2078.2,1710.6,374.4,19.3,77.5,12.8,1686.4,772.9,913.5,.569,.379,.255,.26,.0048273,.5751573,.0046087,.5767168
2015,63,70.1,204.4,63.8,120.2,169.9,2240.9,1840.8,410.9,34.3,93.3,12.7,1703,778.1,924.9,.566,.368,.26,.261,-.0118735,.5683686,-.0115766,.5700788
2015,64,71.3,218.8,64.8,123.6,181.5,2329.5,1908.8,422.2,21.3,95.8,14.2,1767.7,810,957.7,.555,.36,.264,.258,.0048852,.5711519,.0047304,.5727819
2015,65,72.2,232,65.5,127.4,191.9,2490.2,2024.3,465.8,31.9,93.4,15.6,1809.6,822.8,986.8,.573,.397,.269,.254,.0621849,.6077964,.0617399,.60926
2015,66,75.2,263.2,68.2,134.1,217,2754.1,2209.9,559.3,43.6,109.9,17.1,1842.4,845.9,996.5,.627,.435,.278,.256,.0075197,.6123841,.0071713,.6136449
2015,67,85.2,317.1,77.7,149.9,263.5,2936.1,2358.5,588,57.2,135.6,18.6,1939.1,891,1048.1,.542,.415,.289,.246,.1042152,.6796479,.104163,.6810116
2015,68,87.6,343.4,79.4,152,283.7,3071.4,2413.7,656.9,37.9,139.4,20.2,2032.9,941.5,1091.4,.568,.433,.303,.242,.0066606,.6841899,.006089,.685171
2015,69,91.9,387.9,83.5,162.4,321.6,3466.7,2642.7,825.3,51.7,160.9,21.9,2115.5,970.5,1145,.622,.474,.318,.244,.0193947,.697589,.0189845,.6983029
2015,70,92.9,425.4,84.4,165.6,355.2,3456.9,2632.4,850.4,60.3,145.7,23.6,2208.2,1009.8,1198.4,.611,.474,.336,.252,.0109563,.705274,.0106742,.7057967
2015,71,90.1,391.9,81.5,154.3,349.3,3488.8,2625.2,890.5,62.8,181.3,25.3,2282.4,1047.6,1234.8,.597,.476,.357,.267,.0405732,.7344777,.0404623,.7349405
2015,72,92.2,469.3,83.7,164,392.8,3842.2,2946.6,892.9,57.9,173.7,30.6,2369.6,1090.8,1278.8,.609,.547,.373,.282,.0849317,.7995837,.0838712,.7992395
2015,73,96.1,519.5,87.3,167.8,431.4,5280.7,4069.3,1255,67.3,239.9,37,2421.1,1121,1300.1,.944,.827,.388,.3,-.0538402,.7576724,-.0560366,.7556846
2015,74,96,567.1,85.7,164.5,453.2,5358.3,4130.6,1237.1,87.1,251.5,44.4,2520.7,1183.2,1337.5,.842,.801,.432,.382,.0851672,.8250288,.0863294,.8238212
2015,75,92.1,574.5,81.6,152.4,453.5,5892.7,4427,1439.5,77.5,217.7,54.2,2600.7,1241,1359.7,.959,.884,.496,.472,-.0111157,.8159087,-.0112669,.8145914
2015,76,97,658.9,85.3,159.9,519.4,6335.7,4861.4,1491.2,103.3,246.6,65.3,2635.8,1259.2,1376.6,.896,.887,.528,.532,.0637607,.869626,.0639411,.8683786
2015,77,97.9,699.1,87.5,162.2,564.4,6602.7,5189.7,1428.9,144.4,273.1,80.5,2744,1335.2,1408.8,.925,.879,.573,.621,-.0519477,.8256042,-.0518263,.8245201
2015,78,102.3,796.6,92.7,173,656.6,7779.5,5917.9,1904.7,170.8,345,92.4,2867.7,1417.3,1450.4,1.029,.938,.621,.699,-.0033979,.8228037,-.0031812,.8219013
2015,79,108.7,912.4,97.6,183.6,747.7,8617.3,6732.4,1921,178.1,380.2,109.6,2995.7,1505.3,1490.4,1.004,.972,.681,.816,.0414148,.8575954,.041672,.8568752
2015,80,117.7,1060.6,105.5,196.4,878.8,9487,7414.9,2114.3,191.2,414.5,138.7,3130.3,1601.8,1528.5,1.031,1.003,.754,.941,.0060634,.8628111,.0060156,.8620454
2015,81,119.6,1162.2,108.8,199.7,974.7,10452.5,8331.4,2174.6,204.2,486.6,154.5,3231.3,1667.6,1563.7,1.032,1.041,.827,1.032,.030841,.8898357,.0308755,.8890766
2015,82,117.8,1239.5,106.2,199.8,1009.9,10471.1,8170.5,2284.4,231.1,440.2,240.7,3309.6,1724.5,1585.1,.961,1.003,.869,1.1,.0549171,.9400696,.0553261,.9396519
2015,83,116.2,1274.4,104.4,197.5,1042.9,11251.6,8571.1,2679.3,172.7,453.9,270.8,3380.8,1778.5,1602.3,.996,1.056,.89,1.121,.0370568,.9755591,.0372381,.9753025
2015,84,112.2,1298.5,100.5,190.6,1067.5,11939.4,9024.5,2918.6,168.2,425.1,252,3398,1794.9,1603.1,1.105,1.191,.904,1.147,.0104102,.985768,.0104022,.9855008
2015,85,116.5,1391.9,105,199.7,1145.1,12179,8803.4,3394.8,256,423.9,256.9,3428.5,1810.8,1617.7,1.061,1.091,.917,1.136,.0087339,.9944152,.008733,.9941447
2015,86,129.7,1595.3,115.4,216.4,1299.5,13528.9,9555.6,3994.4,364.2,473.1,263.9,3549.8,1898.7,1651.1,1.122,1.16,.959,1.026,.0164335,1.010892,.0163389,1.010521
2015,87,147.9,1926.1,131.7,252.8,1565.1,14912.4,10835.4,4118.4,387.4,536.5,249.5,3733.1,2036.4,1696.7,1,1,1,1,-.010833,1,-.0104665,1
2015,88,155.7,2131.3,139,271.4,1730.1,16597.8,12013.2,4636.6,347.8,631.3,241.6,3953.6,2206.3,1747.3,1.072,1.107,1.043,.978,.0198865,1.020085,.019898,1.020097
2015,89,163.8,2313.5,147.1,286.5,1870.6,20282.9,14409.1,5886.2,499.8,686.7,274.2,4104.7,2318.5,1786.2,1.163,1.228,1.076,1.028,.0516269,1.074133,.0516293,1.074147
2015,90,176.8,2596.8,157.6,313.9,2082,20927.6,14507.7,6452.3,497.6,761.2,275.4,4386.4,2526.8,1859.6,1.107,1.171,1.117,1.079,.018428,1.09411,.018615,1.09433
2015,91,189.6,2817.1,168,323.9,2255.7,21703.4,15237.4,6472.5,586.6,805.1,283.1,4635,2697.6,1937.4,1.07,1.125,1.149,1.105,-.0076906,1.085728,-.0076316,1.08601
2015,92,193.8,3091.5,172.8,341.5,2518.4,23757.1,17066.7,6656.5,466.4,832.3,304.8,4937.4,2899.9,2037.5,1.055,1.102,1.17,1.109,-.0056181,1.079645,-.0056134,1.079931
2015,93,205.3,3312.2,184.3,367,2715.8,25501.2,17899.1,7668.9,554.8,909.1,326.4,5106.4,3027.3,2079.1,1.085,1.171,1.193,1.132,.0390941,1.122689,.039083,1.122974
2015,94,216,3605.3,193.2,394.4,2952.8,27414.9,19136.8,8324.2,594.3,1000.7,344.9,5332.5,3194.3,2138.2,1.114,1.189,1.222,1.112,-.0071142,1.11473,-.0071284,1.114997
2015,95,214.3,3645.9,191.5,366.4,2964,28929,18707.7,10326.7,725.9,1109.4,329.9,5565.5,3353.8,2211.7,1.108,1.204,1.261,1.108,.082063,1.210067,.0820684,1.210363
2015,96,215.3,3755.1,190,368.5,3047.7,30160.2,21025.3,9285.3,697.4,1280.6,353.7,5883.6,3545.5,2338.1,1.174,1.316,1.281,1.196,-.0492295,1.151938,-.0491908,1.152265
2015,97,,,,,,,,,,,,6166.4,3749.3,2417.1,1.152,1.26,,,,,,
2021,58,17.3,62.9,12.3,25.6,42.3,1023.5,875.3,147.2,17.1,33.6,14,367.9,90.8,277.1,.335,.361,.249,.283,,1.17027,,1.167321
2021,59,17.3,66.8,12.5,27.4,45.2,1062.6,909.7,151.5,16.1,34,15.6,412.7,133.5,279.2,.341,.355,.252,.281,-.0388198,1.125711,-.0390532,1.122612
2021,60,16.8,67.6,11.9,27.6,45.8,1108.2,956.4,154.3,12.5,36.8,17.2,470.7,174.3,296.4,.338,.366,.257,.291,.0231865,1.152117,.0230135,1.148747
2021,61,16.1,71,10.7,28,48.8,1218.8,1062,158.3,19.6,39.3,18.9,509.4,201.5,307.9,.348,.367,.256,.286,-.0306508,1.117339,-.0306923,1.114025
2021,62,15.8,73.6,10.8,27.6,50,1294.4,1124.7,160.9,26.1,47.2,20.5,581.7,250,331.7,.342,.374,.259,.29,.0366026,1.158995,.0364697,1.155403
2021,63,12,52.9,8.6,19.5,37,988.8,854.6,132.7,9.9,28.2,13.5,668.3,308.9,359.4,.338,.37,.264,.29,-.0205473,1.135423,-.0198966,1.132642
2021,64,11.3,52.9,8,19.1,35.6,1080.4,925.1,160.8,16.1,32.2,12.9,699.3,322.5,376.8,.34,.365,.268,.286,-.0004512,1.134911,-6.22e-06,1.132635
2021,65,10.4,48.5,7.4,17.3,34.2,943,822.1,117.1,9.9,24.6,12.4,728.6,345.3,383.3,.341,.382,.273,.283,.004293,1.139794,.0037559,1.136897
2021,66,9.4,46.5,7,16.3,33.3,975.6,863.5,125.7,10.2,36.2,11.7,735,349.9,385.1,.381,.412,.282,.284,-.0491893,1.085085,-.0490099,1.082521
2021,67,8.7,45.4,6.4,13.9,31.3,958.8,841.4,113.2,9.5,31.8,11.1,756.3,359.9,396.4,.388,.411,.294,.277,-.0110059,1.073208,-.0109823,1.070697
2021,68,8.3,45.8,6.1,12.9,32.4,1006.8,887.5,118.6,10.2,32.1,10.4,760,357.9,402.1,.398,.43,.307,.275,.0185329,1.093283,.018917,1.091144
2021,69,7.9,45.2,5.8,11.9,31.9,982.4,855.8,124.3,9.8,32.3,9.7,771.1,360.6,410.5,.405,.454,.322,.277,.039687,1.137545,.0396021,1.135223
2021,70,5.6,35.9,4.1,9.1,25.8,850.8,753.2,107.4,9.9,29,9,786.3,365.9,420.4,.423,.461,.34,.289,-.0503707,1.081665,-.0505355,1.079279
2021,71,5.2,37.1,3.7,8.4,27.2,941.1,840.2,100.8,7.5,26.9,8.2,775.9,358.7,417.2,.433,.47,.359,.308,-.0005276,1.081094,.0008202,1.080165
2021,72,4,31,2.9,6,22.1,808.3,724.7,82.3,7.8,20.5,6.1,775.4,355.4,420,.442,.505,.373,.33,.036095,1.120829,.036724,1.12057
2021,73,3.6,30.2,2.8,5.6,21.3,815.7,720.9,97.6,10.6,24.1,5.3,753,340.2,412.8,.477,.538,.385,.357,.0008314,1.121762,.0013842,1.122123
2021,74,3.5,36.1,2.6,5.4,25.9,862.2,753.6,116.8,7,29.8,7.9,757.6,341.2,416.4,.491,.6,.429,.468,.0831418,1.219014,.0825718,1.218711
2021,75,3.5,39,2.6,4.9,24,1010.8,870.7,139.1,7.7,26.9,10,738.1,326.7,411.4,.56,.633,.495,.506,-.0461696,1.164012,-.0463409,1.163524
2021,76,3.3,41,2.2,4.6,24.7,1110.8,1009.6,109.1,7.4,34.9,11.1,725.1,315.3,409.8,.629,.678,.529,.616,-.0925209,1.061148,-.0922172,1.061025
2021,77,2.3,26.3,1.7,3.6,18.1,900.5,822.9,74.6,8.3,24.2,8,714.7,305.4,409.3,.663,.699,.575,.686,-.0352937,1.02435,-.0351809,1.024346
2021,78,2.5,31.4,1.8,3.8,21.3,1031.7,941,97.2,8,31.8,9.6,695.6,292.4,403.2,.741,.754,.623,.739,-.0294978,.9945748,-.0295067,.9945629
2021,79,2,29.7,1.5,3.3,20.3,1046.4,967.5,81.9,8.2,27.7,8.3,671.3,276.4,394.9,.825,.849,.682,.896,-.0018846,.9927022,-.0019221,.9926531
2021,80,1.8,29.2,1.4,2.9,20.7,1151.6,1100.9,58.7,6,33.8,8.6,658.2,266.2,392,.934,.925,.756,.954,-.0642256,.9309496,-.0642484,.9308823
2021,81,1.7,29.6,1.3,2.8,21.2,1258,1208.8,52.4,6.9,37,10.7,630.2,250.3,379.9,.996,.984,.829,1.051,-.0049317,.9263697,-.0048965,.9263355
